carat,cut,color,clarity,depth,table,price,x,y,z
2.0,4,4,2,62.8,57.0,18803,7.95,8.0,5.01
0.75,3,2,2,61.5,58.0,2683,5.83,5.87,3.6
0.97,3,2,3,61.9,58.0,3993,6.35,6.31,3.92
0.34,2,1,4,60.8,57.0,805,4.49,4.53,2.74
1.23,3,5,4,61.6,58.0,5632,6.9,6.84,4.23
1.01,4,1,5,63.1,56.0,6480,6.34,6.4,4.02
0.31,4,4,4,63.1,57.0,698,4.34,4.31,2.73
0.54,3,4,2,61.0,58.0,1154,5.23,5.27,3.2
1.11,2,4,2,60.2,54.0,5315,6.82,6.7,4.07
0.36,2,1,5,61.2,56.0,1013,4.62,4.6,2.82
0.33,3,3,4,61.3,58.0,666,4.42,4.45,2.72
0.79,1,0,3,63.9,56.0,2539,5.89,5.84,3.75
1.0,4,1,4,61.2,57.0,7002,6.43,6.47,3.95
0.9,4,2,5,62.6,58.0,4681,6.08,6.13,3.82
0.42,2,2,7,61.6,56.0,1221,4.85,4.83,2.98
2.15,2,5,3,61.7,55.0,14519,8.43,8.24,5.14
0.31,3,2,5,61.8,59.0,625,4.31,4.33,2.67
0.74,3,2,2,62.3,61.0,2723,5.8,5.76,3.6
0.77,4,0,5,63.0,58.0,3351,5.81,5.85,3.67
0.32,2,2,5,61.1,57.0,828,4.44,4.4,2.7
1.21,3,2,4,62.6,59.0,10018,6.81,6.76,4.25
0.8,2,1,2,61.0,57.0,3890,6.0,6.03,3.67
1.0,0,1,2,66.5,55.0,3696,6.21,6.19,4.12
0.35,1,2,2,63.6,54.0,583,4.51,4.52,2.87
1.01,3,3,4,62.3,59.0,6499,6.38,6.42,3.99
2.19,3,5,3,60.8,60.0,15032,8.34,8.38,5.08
0.43,2,3,3,62.3,53.0,696,4.84,4.86,3.02
0.58,2,6,5,62.8,57.0,1196,5.33,5.28,3.33
0.38,3,0,2,58.9,61.0,941,4.79,4.75,2.81
0.66,4,1,6,61.8,55.0,3309,5.6,5.66,3.48
1.82,4,3,3,61.3,58.0,11971,7.83,7.94,4.83
0.72,2,4,3,61.3,55.0,2410,5.78,5.81,3.55
0.36,2,3,2,62.7,55.0,537,4.54,4.59,2.86
1.11,2,4,3,62.7,57.0,4662,6.66,6.59,4.14
0.31,3,0,5,60.7,59.0,734,4.35,4.38,2.65
0.48,2,2,3,61.0,57.0,918,5.05,5.08,3.09
1.01,4,1,5,63.1,60.0,6335,6.3,6.26,3.96
1.55,2,6,3,62.0,56.0,6805,7.42,7.38,4.59
1.51,2,3,5,62.1,54.0,12551,7.34,7.31,4.55
0.3,2,2,6,61.9,54.0,814,4.35,4.37,2.7
0.36,2,2,1,60.3,57.0,1063,4.61,4.65,2.79
0.5,1,0,3,58.5,64.0,958,5.2,5.12,3.02
0.59,4,4,1,61.7,56.0,2317,5.42,5.48,3.36
0.36,2,1,7,62.1,56.0,873,4.53,4.58,2.83
0.32,2,2,6,61.7,55.0,867,4.42,4.46,2.74
1.02,2,2,7,61.1,56.3,9521,6.48,6.52,3.97
2.01,2,3,3,62.8,56.0,15841,8.07,8.02,5.05
0.73,3,5,7,60.6,58.0,2496,5.78,5.84,3.52
1.01,2,2,5,61.0,56.0,5662,6.44,6.4,3.94
0.7,3,1,4,62.7,60.0,2695,5.64,5.59,3.52
0.36,4,2,4,61.3,54.0,781,4.63,4.65,2.84
0.41,3,1,6,60.7,58.0,1431,4.86,4.8,2.93
0.7,1,4,7,58.9,61.5,2699,5.77,5.84,3.42
0.71,3,1,2,60.3,60.0,2674,5.77,5.74,3.47
0.71,4,2,3,59.2,60.0,2134,5.85,5.91,3.48
0.3,2,4,7,61.5,56.0,776,4.35,4.33,2.67
0.78,2,4,7,62.1,56.0,3581,5.88,5.9,3.66
0.5,2,2,4,62.5,57.0,1710,5.06,5.09,3.17
0.37,2,2,2,61.6,56.0,746,4.61,4.65,2.85
0.51,2,0,2,60.4,55.0,1687,5.48,5.18,3.16
0.9,4,0,2,62.4,61.0,4693,6.13,6.17,3.84
0.33,2,5,1,61.7,55.0,675,4.45,4.49,2.76
0.71,2,2,5,62.1,54.0,2780,5.68,5.72,3.54
0.9,2,6,4,62.4,56.0,3498,6.15,6.18,3.85
0.26,4,1,6,63.4,59.0,554,4.0,4.04,2.55
1.0,1,3,2,59.9,58.0,6437,6.44,6.48,3.87
0.51,2,0,5,61.4,57.0,1716,5.13,5.16,3.16
2.0,1,0,3,63.8,57.0,10528,7.93,7.88,5.04
0.92,3,0,3,62.5,59.0,3550,6.24,6.2,3.89
0.71,4,4,3,62.2,55.1,2339,5.7,5.72,3.55
1.57,2,5,2,62.2,56.0,10633,7.42,7.47,4.63
1.0,2,5,2,62.7,56.0,4174,6.33,6.37,3.98
0.31,2,2,1,62.2,56.0,874,4.31,4.34,2.69
1.2,3,5,4,62.8,56.0,6021,6.8,6.74,4.25
1.13,3,3,6,59.3,59.0,8868,6.87,6.79,4.05
1.0,1,3,3,63.8,56.0,3949,6.23,6.31,4.0
0.56,2,4,5,60.9,57.0,1388,5.32,5.36,3.25
0.59,2,2,2,62.0,53.0,1424,5.38,5.43,3.35
0.7,4,0,5,62.5,55.0,3052,5.65,5.71,3.55
1.32,3,4,4,61.3,58.0,5958,7.09,7.01,4.32
0.43,2,3,7,60.1,57.0,1056,4.88,4.91,2.94
0.41,2,4,3,61.7,56.0,787,4.8,4.77,2.95
1.71,2,3,4,62.2,55.0,17595,7.72,7.65,4.78
1.23,4,4,5,58.5,62.0,6039,6.98,7.0,4.09
2.0,3,3,3,60.7,60.0,10833,8.13,8.07,4.92
0.8,0,4,5,65.3,58.0,2686,5.78,5.73,3.76
0.75,2,6,5,61.5,54.0,2001,5.87,5.9,3.62
1.5,4,4,7,62.7,58.0,11303,7.21,7.24,4.53
0.83,4,1,2,63.8,54.0,3295,5.96,6.04,3.83
0.53,2,1,5,62.3,57.0,1956,5.23,5.19,3.25
1.5,4,4,3,61.3,59.0,7774,7.38,7.41,4.53
0.48,2,2,1,62.1,55.0,2154,5.0,5.05,3.12
0.37,2,4,5,61.7,55.0,603,4.64,4.67,2.87
0.38,2,1,4,61.6,56.0,1000,4.62,4.66,2.86
0.53,2,4,6,61.3,56.0,1781,5.22,5.24,3.21
1.71,4,4,5,58.8,60.0,12493,7.8,7.85,4.6
1.28,2,4,2,61.8,57.0,7109,7.02,6.97,4.32
1.04,2,3,5,61.3,57.0,7044,6.53,6.56,4.01
0.33,2,2,7,60.9,56.0,974,4.47,4.5,2.73
1.01,3,4,3,60.3,60.0,4412,6.49,6.45,3.9
0.71,3,0,3,62.8,57.0,2368,5.69,5.64,3.56
0.61,4,0,4,60.9,56.0,2481,5.49,5.51,3.35
0.32,2,0,6,61.8,56.0,973,4.4,4.37,2.71
0.32,1,1,2,63.4,56.0,524,4.31,4.34,2.74
1.2,3,3,4,60.2,60.0,8442,6.82,6.87,4.12
1.0,3,2,2,60.8,59.0,4234,6.45,6.41,3.91
1.02,4,3,3,62.9,59.0,4291,6.38,6.4,4.02
0.73,1,6,5,60.8,63.0,2098,5.67,5.78,3.48
0.53,2,2,7,61.4,56.0,2275,5.19,5.23,3.2
2.2,2,3,3,62.0,57.0,18168,8.31,8.27,5.14
0.52,3,3,4,62.4,59.0,1815,5.16,5.13,3.21
0.31,2,4,2,61.5,55.0,464,4.39,4.42,2.71
1.74,4,4,0,63.2,55.0,4677,7.62,7.59,4.8
0.79,2,1,4,62.0,56.0,4240,5.9,5.93,3.67
0.35,2,3,7,62.1,56.0,1024,4.51,4.47,2.79
0.59,4,1,4,61.6,61.0,1993,5.34,5.37,3.3
0.5,3,1,2,60.2,58.0,1415,5.18,5.15,3.11
0.3,3,3,6,62.8,58.0,1013,4.3,4.27,2.69
1.01,1,3,2,63.2,59.0,5021,6.32,6.36,4.01
0.56,2,2,5,62.6,55.0,1814,5.29,5.25,3.3
0.91,2,2,3,61.7,55.0,3196,6.27,6.2,3.85
1.01,4,5,5,62.3,60.0,4666,6.33,6.41,3.97
1.13,4,6,2,62.9,57.7,4391,6.6,6.64,4.16
1.52,4,2,3,62.1,58.0,9552,7.26,7.34,4.53
0.79,4,1,2,63.3,56.3,3138,5.85,5.88,3.71
0.55,2,0,3,61.3,57.0,1368,5.28,5.23,3.22
1.01,2,2,0,62.2,54.0,3377,6.42,6.44,4.0
0.42,2,3,5,61.7,57.0,1087,4.83,4.8,2.97
0.3,3,5,2,61.4,58.0,506,4.33,4.3,2.65
0.56,4,0,2,63.9,56.0,1578,5.2,5.26,3.34
0.3,1,3,1,63.8,55.0,956,4.28,4.24,2.72
1.87,2,6,2,62.3,57.0,10137,7.88,7.82,4.89
0.36,4,3,4,61.2,60.0,726,4.56,4.59,2.8
1.0,4,0,3,63.3,60.0,4295,6.29,6.19,3.95
0.75,2,3,7,61.3,55.0,3525,5.85,5.89,3.59
0.73,4,4,2,62.6,58.0,2377,5.75,5.76,3.6
2.01,4,4,2,59.1,58.0,18149,8.29,8.36,4.92
0.5,4,3,2,60.8,63.0,1171,5.08,5.11,3.1
1.68,4,3,5,62.7,58.0,14192,7.51,7.54,4.72
1.01,3,1,2,60.0,59.0,5973,6.53,6.47,3.9
0.72,3,2,2,62.0,60.0,2364,5.74,5.77,3.57
0.41,3,3,2,61.7,59.0,719,4.71,4.73,2.91
1.01,3,2,2,61.8,59.0,4989,6.41,6.34,3.94
0.35,3,3,4,61.7,61.0,906,4.52,4.49,2.78
0.32,3,4,7,60.2,60.0,828,4.48,4.45,2.69
1.75,4,5,3,61.2,57.0,10098,7.71,7.76,4.73
0.52,2,4,3,61.0,55.0,1054,5.19,5.23,3.18
0.7,0,3,5,64.9,57.0,2479,5.55,5.54,3.6
1.13,2,4,3,60.4,56.0,3797,6.78,6.7,4.07
1.22,3,1,5,62.2,55.0,9292,6.91,6.85,4.28
0.7,2,3,3,62.6,55.0,2232,5.66,5.69,3.55
0.27,4,4,6,61.2,57.0,504,4.15,4.18,2.55
0.53,1,2,2,63.8,58.0,1363,5.17,5.12,3.28
0.28,4,4,2,61.5,56.0,360,4.21,4.24,2.6
1.26,2,5,3,62.0,56.0,5363,7.0,6.94,4.32
2.03,2,5,2,61.8,57.0,15272,8.07,8.14,5.01
0.51,0,2,5,61.0,66.0,1334,5.12,5.04,3.1
1.5,4,1,4,59.5,61.0,16988,7.43,7.46,4.43
0.76,3,0,4,60.6,58.0,3894,5.95,5.89,3.59
0.33,2,2,6,61.9,56.0,1021,4.47,4.42,2.75
1.52,2,5,1,62.2,57.0,10419,7.27,7.33,4.54
0.63,1,2,4,61.6,60.7,2188,5.46,5.52,3.38
0.59,2,2,3,61.7,54.0,1195,5.38,5.44,3.34
0.58,2,2,7,62.0,55.0,2340,5.32,5.4,3.31
0.91,4,1,3,62.5,59.0,3632,6.16,6.23,3.87
1.04,3,2,5,61.9,58.0,6908,6.55,6.51,4.04
0.4,2,3,6,60.2,60.0,997,4.78,4.82,2.89
1.2,3,3,5,62.3,56.0,8030,6.8,6.68,4.2
1.0,1,0,3,58.1,65.0,4427,6.54,6.48,3.78
1.0,3,2,3,61.1,61.0,4452,6.38,6.35,3.89
0.35,3,0,2,61.0,60.0,827,4.58,4.54,2.78
0.54,2,1,4,62.0,56.0,1939,5.17,5.25,3.23
0.32,2,3,4,61.3,57.0,645,4.37,4.4,2.69
2.02,4,4,3,59.9,55.0,15851,8.17,8.28,4.93
1.7,3,5,4,59.8,59.0,12737,7.79,7.7,4.63
0.34,3,5,5,61.8,58.0,477,4.48,4.51,2.78
1.18,1,0,3,59.7,61.0,5871,6.83,6.88,4.09
0.5,4,1,2,60.9,58.0,1331,5.1,5.14,3.12
1.01,3,1,5,60.2,58.0,6335,6.56,6.52,3.94
0.34,2,0,5,62.0,55.0,805,4.45,4.48,2.77
0.62,1,0,5,58.9,64.0,2288,5.62,5.55,3.29
1.12,2,6,2,62.4,57.0,4840,6.65,6.6,4.14
0.71,0,2,4,57.3,67.0,2707,5.96,5.76,3.36
2.16,2,6,4,61.4,59.0,15714,8.27,8.33,5.1
1.82,0,4,0,67.3,58.0,5993,7.5,7.47,5.04
0.52,4,2,7,62.1,58.0,2064,5.12,5.16,3.19
1.14,2,3,5,62.0,55.0,7371,6.68,6.77,4.17
0.79,3,1,3,61.0,58.0,2868,5.96,5.9,3.62
1.08,2,3,3,62.2,56.0,4544,6.56,6.59,4.09
0.4,2,1,4,61.2,55.0,940,4.76,4.79,2.92
0.54,3,3,4,61.1,59.0,1847,5.26,5.22,3.2
0.4,3,0,3,62.1,60.0,666,4.69,4.75,2.93
0.71,1,2,2,63.7,58.0,2308,5.65,5.62,3.59
0.4,2,6,4,61.5,58.0,633,4.73,4.76,2.92
1.18,2,4,4,64.9,58.0,7216,6.57,6.53,4.25
0.31,3,5,2,59.6,58.0,418,4.39,4.44,2.63
2.01,3,4,2,61.1,60.0,17849,8.15,8.11,4.97
0.34,2,5,5,61.1,55.0,495,4.51,4.55,2.77
1.01,2,1,3,62.2,56.0,4788,6.42,6.45,4.0
1.22,2,2,3,62.5,56.0,6518,6.85,6.81,4.27
0.31,2,4,1,62.0,56.0,772,4.36,4.39,2.71
0.92,3,4,2,62.4,58.0,3624,6.19,6.22,3.87
0.45,0,2,5,67.0,56.0,923,4.77,4.7,3.17
0.35,2,0,5,60.6,56.0,1063,4.57,4.54,2.76
0.81,4,2,4,62.7,56.0,3689,5.92,5.98,3.73
0.33,2,0,4,61.7,55.0,739,4.47,4.48,2.76
1.03,2,1,2,62.0,53.0,5710,6.5,6.47,4.02
1.0,2,2,2,62.0,55.0,5239,6.39,6.44,3.98
0.31,2,4,6,62.2,54.0,707,4.36,4.39,2.72
0.74,2,2,4,61.7,56.0,3845,5.79,5.87,3.6
0.71,2,4,2,60.7,59.0,2328,5.75,5.81,3.51
1.57,2,4,5,61.5,54.0,12809,7.47,7.5,4.61
0.37,3,1,5,59.5,59.0,1041,4.71,4.64,2.78
0.32,1,0,3,64.1,54.0,571,4.37,4.34,2.79
0.9,2,2,2,61.5,56.0,4284,6.25,6.2,3.83
0.71,4,2,2,62.8,59.0,2427,5.62,5.66,3.54
0.33,2,1,4,62.3,53.8,771,4.42,4.44,2.76
1.54,2,0,2,63.0,54.0,10694,7.33,7.28,4.6
0.31,4,4,5,63.1,57.0,628,4.32,4.27,2.71
0.5,3,4,5,60.9,59.0,1332,5.14,5.11,3.12
0.7,4,4,4,62.6,57.0,2482,5.64,5.73,3.56
1.1,2,5,2,60.8,61.0,4868,6.63,6.7,4.05
0.31,2,2,7,62.4,55.0,977,4.36,4.33,2.71
1.2,4,5,4,63.1,58.0,5322,6.7,6.62,4.2
0.32,3,3,2,62.6,58.0,477,4.31,4.35,2.71
0.41,3,2,5,62.8,58.0,1107,4.73,4.69,2.96
0.52,2,2,6,61.9,55.0,2251,5.17,5.2,3.21
1.06,2,2,5,61.0,57.0,7075,6.57,6.6,4.02
0.3,2,2,6,61.8,54.0,802,4.33,4.37,2.69
0.41,4,4,2,63.3,56.0,876,4.74,4.71,2.99
0.27,2,1,5,62.7,55.0,603,4.18,4.15,2.61
1.04,4,2,3,63.2,58.0,4013,6.39,6.34,4.02
0.56,2,1,4,62.3,57.0,1791,5.3,5.26,3.29
0.37,3,0,2,62.7,58.0,874,4.58,4.55,2.86
0.51,2,0,5,62.2,58.0,1678,5.1,5.12,3.18
0.41,3,0,3,62.3,58.0,683,4.74,4.77,2.96
0.32,2,1,5,62.1,55.0,900,4.4,4.36,2.72
1.91,2,6,2,60.7,56.0,11447,8.01,8.09,4.89
1.51,4,3,4,61.8,57.0,13348,7.31,7.42,4.55
1.25,2,3,1,60.2,54.0,11511,6.99,7.03,4.22
0.57,4,3,5,63.3,56.0,1641,5.3,5.25,3.34
0.55,3,2,5,62.7,58.0,2376,5.28,5.25,3.3
0.34,4,1,4,62.3,53.0,784,4.47,4.52,2.8
0.92,3,3,3,58.4,58.0,3648,6.4,6.34,3.73
0.32,2,4,5,61.5,55.0,523,4.41,4.44,2.72
0.63,2,3,5,61.9,58.0,2320,5.48,5.51,3.4
0.44,4,1,4,62.2,58.0,1246,4.8,4.85,3.0
1.01,2,1,3,59.2,56.0,4751,6.63,6.59,3.91
2.06,3,1,3,58.8,58.0,14634,8.42,8.35,4.93
0.59,4,0,4,62.6,58.0,2254,5.34,5.39,3.36
0.61,4,5,1,60.2,57.0,2057,5.49,5.58,3.33
0.92,4,1,2,62.1,58.0,4562,6.15,6.22,3.84
0.94,1,0,2,63.6,56.0,4790,6.25,6.2,3.96
1.7,1,5,3,63.6,59.0,7464,7.62,7.52,4.8
1.53,3,1,3,58.9,59.0,8996,7.63,7.55,4.47
0.53,2,1,7,62.5,57.0,2250,5.12,5.18,3.22
0.73,3,2,2,59.3,61.0,2346,5.85,5.82,3.46
1.51,2,3,2,61.6,56.0,8283,7.34,7.25,4.5
1.01,4,4,5,63.2,58.0,5260,6.34,6.26,3.98
0.51,4,3,5,63.4,55.0,1443,5.06,5.03,3.2
0.52,2,2,5,61.1,56.0,1625,5.19,5.23,3.18
0.94,4,0,3,60.9,62.0,3691,6.22,6.3,3.81
1.23,3,4,4,61.1,58.0,7577,6.91,6.86,4.21
1.35,2,3,4,62.7,57.0,10656,7.02,7.07,4.42
1.2,2,6,4,61.3,56.0,5534,6.83,6.87,4.2
1.04,2,5,4,61.4,58.0,5572,6.46,6.54,3.99
1.02,2,3,7,59.2,58.0,8107,6.56,6.62,3.9
0.56,0,2,2,61.6,61.0,1176,5.38,5.21,3.26
1.0,1,5,2,58.0,58.0,4273,6.56,6.62,3.82
1.01,2,2,4,60.8,57.0,7412,6.54,6.52,3.97
0.55,2,0,5,62.3,55.0,1928,5.24,5.29,3.28
0.91,1,0,2,63.1,61.0,4113,6.1,6.16,3.87
0.32,4,3,4,62.8,59.0,645,4.33,4.37,2.73
1.56,3,4,4,62.0,57.0,11345,7.48,7.43,4.62
1.02,3,2,3,62.5,58.0,3754,6.47,6.4,4.02
1.31,2,4,3,62.3,56.0,6225,7.0,6.97,4.35
0.57,2,3,4,62.2,54.0,1837,5.31,5.33,3.31
2.09,2,5,3,63.0,57.0,14838,8.13,8.09,5.11
0.57,2,3,5,61.6,57.0,1608,5.32,5.36,3.29
0.5,2,3,5,61.6,55.0,1400,5.11,5.14,3.16
0.71,3,3,3,62.4,59.0,1963,5.67,5.61,3.52
0.33,3,3,6,62.1,58.0,1114,4.43,4.4,2.74
0.72,0,1,3,68.4,64.0,2125,5.38,5.32,3.66
0.61,2,2,3,61.3,55.0,1424,5.47,5.55,3.38
1.1,3,1,3,60.9,60.0,4622,6.66,6.61,4.04
0.31,2,0,7,61.9,55.0,777,4.36,4.39,2.71
0.7,3,2,4,60.4,60.0,2879,5.73,5.7,3.45
0.38,4,3,2,62.0,54.8,755,4.64,4.67,2.89
1.51,3,2,5,62.9,61.0,13945,7.31,7.22,4.57
0.34,3,4,3,58.6,62.0,536,4.62,4.6,2.7
0.71,0,0,2,66.3,56.0,2372,5.61,5.49,3.68
0.31,2,2,4,61.5,54.0,642,4.36,4.39,2.69
0.9,4,0,2,60.9,57.0,4438,6.22,6.26,3.8
0.31,2,3,5,61.8,57.0,698,4.36,4.34,2.69
0.32,3,6,2,63.0,58.0,480,4.35,4.32,2.73
0.39,3,1,6,60.7,58.0,1362,4.73,4.69,2.86
0.8,1,3,2,62.7,57.0,2810,5.84,5.93,3.69
2.02,3,3,3,63.0,59.0,15014,8.05,7.95,5.03
0.7,3,1,5,62.4,61.0,2818,5.66,5.63,3.52
1.07,2,4,3,62.4,55.0,4840,6.56,6.59,4.1
0.71,3,1,5,62.0,61.0,3062,5.71,5.65,3.52
0.52,3,4,4,61.4,57.0,1577,5.27,5.16,3.2
1.34,4,4,2,61.6,59.0,7655,7.04,7.09,4.35
0.51,2,2,4,62.5,55.0,1744,5.08,5.13,3.19
1.1,3,0,3,62.4,58.0,4725,6.6,6.57,4.11
1.5,3,5,3,62.5,61.0,7526,7.29,7.24,4.54
1.12,1,6,2,63.7,61.0,3951,6.54,6.5,4.15
1.2,3,5,3,60.0,58.0,5080,6.93,6.91,4.15
0.23,4,2,6,63.2,58.0,505,3.89,3.93,2.47
0.4,1,0,2,63.1,57.0,720,4.69,4.73,2.97
0.77,2,2,5,61.2,57.0,3052,5.93,5.97,3.64
0.51,1,4,3,56.7,60.0,1060,5.38,5.35,3.04
1.01,1,1,2,64.3,59.0,5379,6.23,6.28,4.02
0.76,3,4,7,59.6,57.0,2792,5.91,5.86,3.51
0.3,2,1,5,61.5,55.0,673,4.3,4.34,2.66
0.52,3,3,4,61.1,58.0,1815,5.19,5.16,3.16
0.26,4,1,7,62.9,56.0,614,4.07,4.1,2.57
1.51,3,5,6,61.0,61.0,10824,7.47,7.34,4.52
0.34,2,0,5,61.3,57.0,1033,4.5,4.47,2.75
0.7,0,6,5,67.4,58.0,1896,5.34,5.37,3.61
2.05,3,6,5,62.3,60.0,13543,8.09,8.15,5.06
0.4,3,1,2,60.1,59.0,945,4.82,4.76,2.88
1.01,1,2,2,61.6,63.0,4816,6.42,6.47,3.97
0.41,2,3,7,61.8,56.0,1007,4.74,4.78,2.94
0.46,2,3,3,61.1,57.0,807,4.97,5.01,3.05
0.51,2,1,5,61.7,54.0,1656,5.13,5.18,3.18
0.41,2,3,6,62.4,53.0,1068,4.79,4.8,2.99
0.3,2,2,5,60.7,56.0,776,4.34,4.32,2.63
0.37,2,2,4,61.1,57.0,811,4.61,4.65,2.83
1.24,1,3,5,61.3,57.0,8672,6.78,6.88,4.19
0.7,4,2,2,62.4,58.0,2382,5.64,5.7,3.54
1.09,4,3,4,59.7,63.0,6453,6.65,6.74,4.0
1.01,3,3,7,61.7,59.0,7466,6.44,6.37,3.95
0.52,2,0,5,61.9,57.0,1919,5.17,5.14,3.19
1.03,2,4,2,62.2,56.0,5005,6.45,6.51,4.03
0.36,2,2,5,60.5,57.0,786,4.61,4.65,2.8
0.9,4,3,3,62.4,55.0,3539,6.13,6.17,3.84
1.24,3,1,3,60.8,57.0,4278,6.98,6.94,4.23
1.5,3,3,5,60.5,59.0,13112,7.39,7.35,4.46
0.94,3,1,3,60.4,59.0,3825,6.34,6.37,3.84
0.79,2,3,2,62.3,57.0,2898,5.9,5.85,3.66
0.5,2,2,7,62.0,56.0,2016,5.08,5.05,3.14
1.0,2,4,2,61.4,55.0,4469,6.49,6.44,3.97
0.31,2,4,5,62.0,55.0,507,4.36,4.38,2.71
1.44,0,4,4,58.1,69.0,7338,7.49,7.34,4.32
1.23,2,1,3,62.1,55.0,7336,6.91,6.84,4.27
1.14,2,5,4,61.7,53.0,5863,6.75,6.77,4.17
0.54,2,0,7,61.6,54.0,2583,5.25,5.27,3.24
0.32,1,1,5,64.1,54.0,556,4.34,4.37,2.79
0.41,1,1,3,63.5,55.0,638,4.69,4.73,2.99
2.04,2,6,2,61.7,57.0,14130,8.11,8.17,5.02
1.52,2,5,3,60.2,57.0,7661,7.47,7.38,4.47
1.02,1,5,3,57.1,62.0,3342,6.66,6.58,3.78
0.43,2,3,7,61.4,55.0,1129,4.88,4.83,2.98
0.92,3,1,2,61.7,57.0,4637,6.32,6.2,3.86
0.73,2,1,4,62.8,57.0,3327,5.75,5.78,3.62
0.3,1,1,2,63.1,53.0,526,4.27,4.32,2.71
0.74,4,0,5,62.4,57.0,2906,5.74,5.8,3.6
0.24,4,2,5,61.9,59.0,419,3.98,4.0,2.47
0.82,4,5,6,62.8,58.0,3443,5.95,5.99,3.75
0.71,2,2,3,61.8,57.0,2667,5.69,5.72,3.53
0.53,2,2,2,61.5,56.0,1639,5.2,5.24,3.21
1.2,2,5,2,62.2,56.0,5174,6.75,6.73,4.19
1.52,3,3,4,61.9,58.0,14424,7.38,7.35,4.56
2.05,3,1,3,59.7,59.0,17081,8.27,8.39,4.97
0.5,1,1,2,63.7,59.0,1090,5.07,5.01,3.21
0.43,2,4,1,62.2,55.0,1304,4.87,4.84,3.02
0.5,3,1,5,62.6,58.0,1559,5.07,5.12,3.19
1.2,2,4,2,62.2,58.0,6569,6.81,6.77,4.22
0.7,4,1,3,62.6,55.0,2263,5.62,5.69,3.54
0.51,2,3,6,62.6,57.0,2005,5.08,5.14,3.2
0.73,3,1,3,62.2,55.0,2256,5.81,5.71,3.58
0.52,2,1,4,61.3,56.0,1726,5.18,5.22,3.19
1.08,2,4,3,61.4,57.0,5049,6.6,6.66,4.07
0.84,3,4,3,61.3,58.0,2628,6.1,6.04,3.72
0.3,2,2,1,60.9,57.0,873,4.35,4.38,2.66
0.92,1,0,3,63.3,59.0,3891,6.12,6.18,3.89
0.73,3,2,2,62.2,56.0,2728,5.79,5.73,3.58
0.34,3,1,2,60.7,60.0,765,4.51,4.48,2.73
0.91,3,1,2,62.6,58.0,4138,6.17,6.14,3.85
0.9,0,3,2,65.2,59.0,3250,6.05,6.01,3.93
1.66,3,6,2,60.7,58.0,8487,7.72,7.63,4.66
1.06,2,4,3,60.6,59.0,4267,6.63,6.6,4.01
0.31,2,4,6,61.6,55.0,907,4.38,4.35,2.69
0.31,4,3,1,61.7,54.0,924,4.33,4.36,2.68
0.54,2,1,5,61.9,55.0,1847,5.24,5.2,3.23
0.71,2,5,2,61.0,56.0,2319,5.75,5.78,3.52
0.32,1,1,4,60.3,64.0,756,4.42,4.44,2.67
0.36,1,4,2,63.6,57.0,665,4.53,4.49,2.87
0.9,3,4,3,59.5,60.0,2927,6.32,6.29,3.75
0.76,3,1,2,62.2,59.0,2814,5.86,5.81,3.63
0.57,2,0,5,61.3,56.0,2546,5.35,5.42,3.3
1.01,4,4,3,63.4,57.0,3592,6.39,6.32,4.03
0.4,1,1,3,64.2,57.0,798,4.7,4.68,3.01
0.24,4,0,4,61.4,58.0,419,3.99,4.02,2.46
0.25,2,4,5,61.0,55.0,472,4.11,4.09,2.5
0.5,4,1,5,61.8,57.0,1547,5.05,5.11,3.14
0.72,3,2,4,62.2,58.0,2829,5.75,5.7,3.56
1.0,1,3,7,60.9,56.0,7492,6.49,6.52,3.96
0.5,1,1,3,63.3,56.0,1077,5.05,5.09,3.21
1.04,3,1,6,60.9,58.0,11382,6.61,6.53,4.0
0.34,2,5,4,61.8,55.0,555,4.48,4.52,2.78
0.56,3,3,2,61.7,58.0,1176,5.31,5.29,3.27
0.5,2,1,5,62.3,57.0,1676,5.08,5.04,3.15
0.3,3,1,5,61.6,58.0,658,4.31,4.33,2.66
1.58,3,3,4,60.8,58.0,11380,7.58,7.52,4.59
1.02,2,2,5,62.9,57.0,6509,6.42,6.33,4.01
0.9,4,0,2,62.4,63.0,3997,6.18,6.15,3.85
0.39,1,3,5,60.3,60.6,743,4.7,4.71,2.84
0.71,3,0,2,60.6,58.0,2863,5.79,5.77,3.5
1.12,3,2,4,61.2,58.0,7903,6.72,6.68,4.1
0.35,2,3,7,61.0,57.0,798,4.54,4.58,2.78
0.58,2,5,2,61.4,55.0,1193,5.37,5.42,3.31
1.01,4,2,6,63.2,56.0,9176,6.39,6.33,4.02
0.35,4,3,4,60.7,61.0,706,4.54,4.58,2.77
0.52,2,1,5,59.5,57.0,1689,5.25,5.27,3.13
1.13,2,2,3,61.8,57.0,5232,6.71,6.68,4.14
0.77,4,3,4,62.3,58.0,3240,5.82,5.86,3.64
0.51,3,6,2,62.6,59.0,1020,5.1,5.06,3.18
1.5,3,4,2,61.6,58.0,8669,7.33,7.38,4.53
0.3,1,3,5,63.9,55.0,675,4.28,4.27,2.73
1.07,2,2,7,62.3,57.0,10061,6.56,6.58,4.09
1.17,3,3,2,62.6,55.0,7731,6.75,6.7,4.21
1.0,3,4,2,61.7,59.0,4144,6.41,6.36,3.94
0.35,2,2,7,61.6,58.0,795,4.5,4.53,2.78
0.71,0,0,5,55.6,73.0,2368,6.01,5.96,3.33
